PatientID,Age,Gender,Pregnancies,Glucose,BloodPressure,SkinThickness,Insulin,BMI,DiabetesPedigreeFunction,Outcome,PatientName,Email,SSN,Phone,Address,BirthDate,CreditCard
1178,75,Female,3,78.1,62.2,49.1,81.0,39.0,2.15,1,Michael Hernandez,morrisdebbie@example.com,510-68-8641,605.530.8375x7142,"1464 Stone Prairie Apt. 238, East Christopher, MI 35263",1951-12-11,4859811565237879024
1179,57,Male,12,114.1,73.6,10.4,25.6,39.0,1.25,1,Kristin Williams,rlong@example.com,507-60-1777,+1-403-478-9761x379,"0266 Devin Mill Apt. 896, New Davidfort, WA 02169",1948-09-11,4064942540455969
1180,48,Male,6,135.8,51.3,34.9,120.2,32.4,2.09,0,Adam Luna,williamsdavid@example.com,776-98-5953,737-597-9092x442,"PSC 0127, Box 3917, APO AP 90999",1995-01-01,4816951224588
1181,30,Female,12,91.0,78.0,26.5,259.1,39.5,2.06,1,Michael Gardner,emily38@example.net,302-38-1370,2046207834,"5432 Jones Ville, New Eddiechester, ME 54449",1997-08-26,378743745189414
1182,59,Female,12,155.6,88.5,44.4,18.1,34.1,2.3,1,Dr. Glenn Beasley,amberrobinson@example.org,761-15-1298,594-292-0082,"1818 Lisa Courts, Crystalberg, TN 60977",1945-06-02,675917070194
1183,77,Male,1,199.7,93.4,20.1,168.4,26.5,0.81,1,Jacob Roberts,reyeskyle@example.net,471-82-3728,261.889.9895,"968 Gibson Rue Apt. 900, Josephview, MN 44115",1947-07-24,4658610478902
1184,37,Female,8,128.7,96.4,49.2,145.9,33.1,2.38,0,Stephanie Evans,ohancock@example.net,914-72-8557,001-377-385-4552x067,"1465 Alyssa Radial Suite 729, East Rhonda, MH 47186",1965-03-09,676210899990
1185,59,Female,7,116.1,108.5,34.5,243.0,32.4,0.46,1,Alyssa Kennedy,james89@example.com,693-83-2265,444-238-0813,"52459 Hill Lights, Scottton, MI 44488",1942-07-29,6595031643264180
1186,42,Female,7,122.1,65.1,41.7,36.9,40.2,0.3,1,Ashley Greene,alvarezamy@example.net,348-50-4892,+1-950-782-3411x490,"40195 Wade Summit Suite 744, Westhaven, NV 47501",1947-07-06,374154816986866
1187,46,Male,6,85.0,58.4,13.4,192.9,44.5,1.14,1,Kathryn Ware,ysheppard@example.com,647-18-5412,+1-870-433-3476x532,"268 Susan Ridges, Lewisburgh, FM 69064",1967-07-06,3530012573548102
1188,64,Male,3,184.8,109.6,17.3,192.5,29.1,2.09,0,Katie Klein,stoutjerry@example.com,598-58-2382,(985)211-6357x56574,"91304 Fry Club, Christophermouth, PW 62359",1942-11-08,5241725479517732
1189,45,Female,1,123.9,61.0,40.3,189.6,38.6,1.24,1,Tara Kirk,johnjames@example.net,884-30-2534,304.529.7286x907,"134 Robert Trace, East Aaronbury, MI 44653",2006-06-23,676126804175
1190,37,Female,2,120.3,118.2,10.9,260.9,20.7,2.09,0,Kristina Thomas,miguelwest@example.net,765-97-2216,001-753-379-1563x85785,"041 Fowler Branch Suite 506, South Julie, AS 01296",1963-06-05,580024905342
1191,33,Female,11,155.8,109.0,42.7,229.8,39.0,1.85,0,Russell Davidson,tasha21@example.com,277-86-8961,(866)367-8165x06014,"USNS Bailey, FPO AP 42875",1968-12-27,3533433206266424
1192,40,Male,5,127.5,85.1,10.6,26.0,28.0,0.6,1,Leonard Martinez,brianjennings@example.org,341-47-1390,975-688-2063,"384 Joshua Keys Suite 648, Lake Michaelport, IA 07929",1993-04-27,3535697450606190
1193,45,Male,11,154.3,118.7,36.3,138.0,19.1,2.38,0,Martin Crosby,robert89@example.net,872-49-2114,(995)897-2961,"08317 Alexander Falls Apt. 285, East Walter, NJ 11199",2001-02-16,180087837775575
1194,24,Female,11,78.0,56.8,24.6,118.9,27.8,0.25,1,Phillip Pierce,jamesavery@example.net,675-96-7917,(386)608-9239,"169 Michelle Point, Mariaville, NV 69015",1947-05-11,38935627510285
1195,30,Female,4,175.8,71.2,34.5,95.9,34.5,2.26,0,Terri Harper,tanderson@example.com,669-19-2791,(835)266-6345x9420,"1138 Angela Circles, Newmanville, AK 27200",1992-07-25,578266746226
1196,23,Female,11,192.3,94.7,37.8,132.8,21.2,0.83,0,Michelle Anthony,ykaiser@example.com,615-11-9697,001-912-434-6314,"81566 April Stravenue Suite 826, East Christopher, WA 45207",1960-12-08,30122666128851
1197,61,Female,7,154.3,74.5,23.7,115.3,42.9,1.3,1,Debbie Flores,david12@example.net,434-55-5526,333.979.6315x491,"USNS Adkins, FPO AP 91098",1952-05-11,36887938313903
1198,65,Female,5,194.1,115.0,14.3,127.8,20.1,1.11,1,James Davis,figueroaeric@example.com,152-29-3909,883-243-3010,"40873 Allen Haven Suite 941, South Jeremyton, WI 02729",1939-09-17,6011834848789042
1199,38,Female,5,89.7,54.6,12.8,270.6,43.1,0.51,0,Vanessa Jones,jennifer83@example.com,397-50-8990,+1-669-362-3602x71421,"16585 Young Well Apt. 190, Taylorview, CT 96321",1962-11-12,3512224098564660
1200,67,Male,0,132.1,88.5,33.6,38.1,37.1,0.96,0,Michael Patterson,vasqueztaylor@example.com,582-16-7166,+1-546-664-9766x3879,"4221 Christopher Forge Apt. 986, South Robertfort, CO 07567",1949-09-24,3521991707793901
1201,56,Female,3,148.2,91.4,30.8,255.7,26.9,0.56,0,Christopher Keller,jeffrey08@example.org,117-66-5686,583-209-4858,"1792 Williams Pass Suite 405, Port Jasmineborough, NE 43465",1965-10-01,4621985278337228
1202,67,Male,4,145.6,95.7,39.7,140.3,28.6,0.59,0,Cheryl Mcknight,murphypaul@example.com,340-54-3449,+1-297-355-7515,"7907 Walker Estate, Bowersland, AS 67353",1989-08-22,675915712805
1203,42,Female,11,122.2,67.9,30.4,177.8,38.0,0.55,1,Maria Mooney,acevedoanthony@example.com,106-88-8827,001-343-313-3144x1596,"353 Jenna Overpass, East Robin, PA 61381",1955-08-23,38335098277110
1204,54,Female,10,114.0,75.5,26.9,231.7,34.2,1.27,0,Mary Silva,edward92@example.com,897-63-8873,708.264.1971x9096,"825 Brenda Springs, Lake Katrina, MT 35060",1986-03-18,36347138723070
1205,67,Male,2,86.5,109.1,25.9,109.1,36.1,2.02,0,Jose Mueller,gravesmichelle@example.org,255-61-6007,614.400.3523,"6619 Ryan Roads, Seanstad, PA 95451",1935-03-30,180027864303917
1206,28,Male,12,120.9,63.6,11.1,127.3,28.5,1.47,1,Richard Butler,fstanley@example.net,588-30-2456,525.712.4370,"7785 Butler Flat Suite 123, Port Adamton, MT 18180",1997-01-01,3501001433704687
1207,60,Male,8,91.1,107.9,23.4,121.9,31.2,2.24,0,Amy Guerra,karen69@example.net,941-44-1626,259.797.6503,"PSC 8217, Box 0442, APO AE 10799",1966-01-17,340068456160288
1208,69,Male,0,165.5,89.4,49.0,112.8,44.7,1.63,1,Nicholas Mckenzie,cummingsdaniel@example.com,590-75-3171,633-439-9170x312,"8276 Tammy Ridges Suite 035, New Mark, MA 60410",1958-06-03,6011014128965865
1209,64,Female,5,97.1,103.4,44.9,256.6,23.8,1.75,1,Misty Hawkins,maureencannon@example.org,932-57-5598,+1-613-661-5777x14947,"263 Lane Divide Suite 170, Jamesstad, NC 40714",1942-09-08,6011196563291012
1210,39,Male,5,77.6,100.0,23.2,231.4,29.3,1.7,1,Brandon Harris,jrichardson@example.com,575-22-5400,+1-958-428-0602x379,"647 Joseph Shoals, Salinasmouth, NE 02396",1978-10-26,30131667449638
1211,62,Female,9,141.8,64.5,33.5,43.4,25.9,1.18,0,James Soto,gdavis@example.com,465-53-5394,001-756-652-4138x75476,"12337 Barnes Forges, Hallview, NM 92818",1938-02-24,4748428152219
1212,61,Male,4,147.4,89.8,43.9,43.2,38.7,1.75,1,Joe Williams,hudsonjames@example.com,821-26-4285,001-342-732-3751,"561 Savannah Gardens Suite 216, Lake Cynthialand, DC 63578",1953-08-24,4586024868153689
1213,57,Female,11,183.3,110.7,27.7,126.7,38.6,0.27,1,Alyssa Wolfe,clayton37@example.org,329-77-7681,769.849.7888,"77870 Tom Way, Brianfort, AZ 08432",1980-03-17,5542300858904145
1214,26,Female,14,145.0,80.2,10.7,40.7,25.9,2.16,1,Rachel Kelly,hillpatrick@example.net,539-11-7198,+1-936-651-2524,"529 Morgan Isle, Sanchezmouth, NC 90122",1982-06-22,3502588942268989
1215,72,Female,4,114.9,117.7,13.0,176.6,20.2,1.97,0,Brian Chapman,krasmussen@example.org,747-37-8234,+1-286-393-7625x564,"2232 Allison Mountains, Edwardhaven, GA 60507",1966-06-06,213185314332992
1216,46,Female,9,174.4,81.7,30.4,52.5,18.3,0.69,0,Ariel Delacruz,anthonyrodriguez@example.org,610-99-4798,388-751-2174,"658 Hampton Route, South Christinastad, OK 29558",1945-12-21,2225693412169705
1217,54,Female,13,140.2,60.0,48.8,151.3,29.5,1.94,0,Eric Hall,ramospeter@example.net,359-34-9769,3273051496,"40966 Mary Light Suite 454, Carolynberg, UT 86869",1953-11-19,4072325259575
1218,79,Female,12,80.3,77.3,37.7,16.9,29.1,0.13,0,Shawna Fisher,johnsonkaren@example.com,348-26-6106,+1-301-208-7024x308,"805 David Field, Harrisland, CT 39891",1939-08-08,676167716197
1219,76,Male,4,143.6,116.6,12.8,97.6,44.7,0.62,1,Christopher Bonilla,ncastillo@example.net,911-66-3065,(287)380-4289x481,"9774 Karen Avenue, Port Tammy, MS 04397",1979-02-25,38463588499703
1220,79,Female,5,188.0,72.4,17.6,191.7,30.7,0.26,1,Tiffany Hernandez,ericorr@example.net,826-87-1406,(507)311-7694x490,"16351 Robert Point Suite 456, East Amberbury, MA 57288",2006-10-07,4243507493462611
1221,65,Male,7,121.5,110.8,40.9,141.3,24.9,1.97,1,Peter Allen,hendersonabigail@example.com,874-54-4422,(539)512-1991,"500 Kristen Crescent, Christineside, VA 16633",2004-04-12,213180895054446
1222,26,Male,1,108.5,111.7,43.7,270.3,42.1,1.91,0,Maria Barnett,kking@example.org,864-65-3117,001-778-970-7122,"6717 Reed Haven, Brookeborough, NE 53845",1992-02-06,502063061027
1223,57,Female,5,88.7,74.5,34.7,243.1,31.3,2.05,1,Juan Barrett,hardydestiny@example.net,289-42-5954,889-323-6311x28142,"4100 Matthew Highway, Port Cherylmouth, AL 16954",1965-11-04,4611423160256647
1224,77,Male,0,89.7,55.8,35.8,108.7,34.2,0.11,0,Christina Buchanan,brownjacob@example.com,788-78-9111,001-529-867-6338,"336 Stephanie Villages Suite 511, South Randy, DC 67902",1935-12-22,6599761594502362
1225,53,Female,3,126.3,100.7,11.1,26.9,20.6,1.3,0,Elizabeth Salazar,david52@example.org,851-19-3904,+1-890-852-9639x16054,"562 Parker Burg Apt. 406, Maryton, GA 68260",1998-03-07,2221362841843710
1226,73,Male,13,147.4,71.8,43.1,235.7,28.3,1.79,0,Jason Evans,stacyalvarez@example.net,652-82-5267,434-576-3280,"25851 Joshua Shores Apt. 489, Bonnieburgh, NJ 56668",1967-11-16,4923176794648486111
1227,42,Female,9,80.5,104.8,41.5,252.8,43.5,0.47,1,Kenneth Wood,loriandrews@example.net,495-58-1110,001-229-898-3743,"98899 Brenda Mills Apt. 238, Lake Jamie, SC 81009",1935-11-11,30361263144818
1228,41,Male,2,192.1,81.0,20.4,229.2,33.9,1.66,1,Randy Christensen,carlyharris@example.com,868-64-8907,660-201-3796,"586 Pennington Dam Apt. 561, Kathleenberg, NM 35798",1998-11-19,30125706794905
1229,26,Female,8,168.2,84.0,38.3,48.4,27.3,0.3,0,Teresa Phelps,johnsonemily@example.org,429-91-4122,(539)462-3217,"17478 Smith Path Suite 344, East Deborah, AS 13986",1975-10-05,3563680249256977
1230,26,Female,2,146.3,104.5,18.6,275.5,34.9,0.54,1,Stephen Peters,tanyapham@example.com,932-55-8121,776.313.4175x549,"5065 Joanne Grove Apt. 899, Lake Ashley, MA 56567",1970-06-02,30131261260076
1231,75,Female,14,177.7,76.8,11.6,82.5,42.6,1.24,0,Andrew Watkins,davidramirez@example.org,894-58-3964,703-506-4204x4271,"04736 Silva Square Suite 048, Ryanburgh, IL 99239",1991-06-11,579623571182
1232,68,Female,5,80.4,81.0,18.0,204.0,25.4,1.67,1,Denise Mason,blackwelllisa@example.org,255-99-7699,001-747-557-0354,"34161 Alison Ways Suite 422, Lake Stephanieland, AS 14653",1996-11-05,180083031914987
1233,24,Male,0,132.0,76.3,17.1,252.0,31.6,0.45,0,Christian Johnson,marcusharrison@example.org,765-56-8887,429-348-3742x748,"6214 Anderson Forks Apt. 184, North Jerry, ME 38676",1960-08-04,3573732184862141
1234,50,Female,11,151.9,75.7,23.5,76.5,43.9,0.54,0,Matthew Hess,rrobinson@example.net,954-79-5914,(393)981-9740,"1603 Santos Estate, Jadeberg, MO 70889",1952-05-12,36309826007042
1235,31,Male,5,177.7,86.8,26.7,252.1,22.7,0.59,0,James Foley,zlewis@example.net,216-48-4706,624-646-0657,"7991 Smith Keys, North Tarastad, NV 39298",1970-09-04,3572704931868748
1236,50,Male,3,171.9,106.6,30.3,95.8,37.4,0.67,1,Morgan Sanchez,michaelneal@example.com,576-46-3189,+1-499-499-3637x598,"PSC 7683, Box 5788, APO AP 48584",1959-10-27,4845459776906
1237,51,Male,7,106.0,75.3,29.1,269.8,34.6,0.64,1,Ralph Rivera,lwallace@example.org,778-31-5604,537-278-6371x421,"674 Jeffrey Loaf, South Sue, NJ 68820",2007-04-25,6578820809402043
1238,44,Female,12,192.3,86.7,20.8,88.4,36.4,1.05,1,Tiffany Woods,ruben03@example.com,581-88-9580,(598)528-3505x876,"322 Drake Shoal Suite 631, Jenningschester, IL 98887",1995-05-15,6011909749807844
1239,75,Male,10,86.2,97.0,11.2,263.8,27.5,1.67,1,Jennifer Bernard DVM,jeremiahvang@example.net,538-18-6940,9753329750,"81131 Thornton Pass Suite 721, East Tina, SD 39107",1950-01-18,6011640945764238
1240,29,Male,8,183.8,68.9,34.2,29.0,26.5,1.15,1,Sonya Lloyd,janderson@example.com,555-44-6875,001-253-311-7706x40369,"8714 Nathan Station Suite 222, Port Audrey, WV 19933",1976-05-24,4664305948760022
1241,75,Male,3,196.2,69.4,25.8,200.1,36.5,1.96,0,Catherine Cooper,gmiller@example.org,285-69-2926,(657)248-4264x2724,"891 Jessica Shore Suite 349, West Joan, AL 16060",1983-12-21,3577071875945105
1242,23,Female,9,93.0,115.3,21.9,153.9,23.8,1.83,1,Vincent Jefferson,james39@example.net,359-20-1497,358-982-2577x19485,"1605 Gutierrez Route, New Brucefurt, MP 21850",1957-07-14,4007769787776074
1243,71,Female,11,163.9,100.6,44.7,139.7,29.3,0.4,0,Melissa Russell,ganderson@example.org,140-89-4476,549.510.1327x1712,"8554 Lee Place Suite 875, West Albertbury, OH 02028",1964-09-30,377624761932138
1244,51,Male,9,75.2,90.4,39.9,73.3,23.1,0.22,1,Tiffany Griffin,juliebrooks@example.org,865-26-5174,(810)727-7233,"4197 Delgado Points Suite 233, Loriport, KS 45946",1967-03-25,4542567085896285
1245,60,Female,5,122.7,95.3,44.3,199.2,18.2,2.21,1,Shawna Walters,karen08@example.org,324-95-7086,973.771.8268x5401,"946 Beth Street Apt. 218, Baileyville, MP 92335",1952-11-07,348772826156916
1246,57,Female,0,137.1,52.1,29.8,64.8,44.2,0.29,1,Levi Moore,sherribass@example.com,921-94-5911,397.512.1625x3024,"841 Miguel Union, Barnettberg, PA 11214",2004-09-06,501854926315
1247,56,Male,3,145.5,93.3,15.2,159.3,29.7,0.46,0,Kevin Perez,katherinerogers@example.org,123-19-7928,001-823-949-1952x191,"24797 Thomas Mount, Watkinsview, AS 06544",2003-11-19,4719587250718905
1248,44,Male,6,191.7,85.7,37.8,81.1,44.2,0.15,1,Craig Bowman,kellybrittany@example.net,448-16-5620,+1-821-615-1253x960,"USNS Reyes, FPO AE 61181",1945-12-08,180068688855955
1249,51,Female,11,157.4,88.2,18.2,264.4,21.8,1.61,0,Allen Davis,lroberson@example.org,906-46-6637,(502)551-2168x42815,"6177 Sandra Greens Apt. 829, Lauraland, VI 44487",1992-05-27,3550577638917208
1250,26,Male,15,132.6,75.2,27.6,22.5,33.9,1.5,1,Brianna Wright,anthony36@example.com,863-87-9085,227-607-1188,"Unit 0947 Box 5086, DPO AP 26517",1998-09-30,578535704782
1251,22,Female,14,175.3,55.7,12.6,67.1,23.4,2.47,0,Barbara Kline,hubbardrebecca@example.com,351-69-9826,+1-961-773-4325,"6376 Petersen Neck, Jarvisbury, PA 60102",1978-05-02,6011303909754352
1252,40,Female,0,193.6,63.5,43.0,78.2,39.3,2.23,0,John Cruz,zacharycherry@example.net,250-60-5433,+1-250-627-1381,"9067 Sandra Turnpike Suite 651, Obrienville, PW 75674",2006-07-30,4676267741042
1253,48,Female,7,72.9,116.6,15.0,123.1,39.2,1.09,0,Shawn Pineda,baileyjohn@example.net,354-45-7136,(984)978-0751x1438,"54301 Ibarra Turnpike Suite 614, Lake Philipborough, PA 30200",1952-01-06,583947421454
1254,31,Female,11,197.7,78.6,46.1,75.7,21.0,0.99,0,Patrick Johnson,nkaufman@example.com,323-64-9465,(864)291-1718,"884 Hernandez Neck, North Matthewville, OK 19797",1942-07-29,6501644878891973
1255,24,Female,9,81.2,82.7,44.6,143.2,42.6,0.81,1,Mr. Carl Salinas,qcastro@example.com,890-80-2376,+1-411-781-1467,"85109 Laurie Mountains Suite 939, North Janeborough, VT 43149",2002-01-14,3543400339119331
1256,35,Female,11,175.9,53.7,28.6,242.7,23.3,0.47,1,Kristin Wilkinson DDS,gonzalezthomas@example.com,802-98-9584,001-281-513-9775x102,"90501 Justin Courts, Barkermouth, MS 57714",1942-09-02,4547085264104580101
1257,26,Male,10,106.4,52.6,39.8,200.8,34.6,0.43,0,Brenda Jackson,kerrdaniel@example.net,481-80-2030,967.906.9485x5481,"6043 Jose Meadows, South Davidville, ND 43874",1990-01-07,4130916974492102
1258,74,Male,5,87.2,100.2,34.8,166.4,44.6,0.42,1,Melissa Smith,gmckinney@example.net,493-49-2429,717-456-7713x1764,"4364 Mccann Mills Suite 210, North Timothyfort, MT 80259",1956-12-09,180091976476656
1259,69,Female,4,127.2,87.7,42.1,38.2,41.8,0.37,0,Breanna Ayala,christopher78@example.net,452-96-3304,239.659.4529x2491,"8740 Breanna Stream Apt. 818, South Richard, WV 16586",1980-09-06,378662278721346
1260,50,Female,9,153.7,85.6,27.3,196.1,43.8,0.68,1,Alexander Carlson,nharrison@example.com,505-71-7495,+1-815-809-8424,"31617 Derrick Ways, Dylanport, AS 13252",1951-05-03,639069270895
1261,76,Female,10,119.5,67.0,41.4,58.4,27.3,0.84,1,Jerome Griffin,jennifer63@example.org,493-48-8865,+1-358-742-5643,"90757 Julie Rapids Apt. 590, New Jim, VA 92255",2001-07-24,574831126564
1262,58,Male,14,77.1,102.1,28.5,220.2,20.9,2.41,1,Timothy Perkins,jennifer84@example.org,381-65-8631,884-745-7540x0690,"197 Allen Glens Apt. 401, Jonathanborough, VA 27861",1958-05-17,180078831860042
1263,71,Female,13,147.9,61.8,47.6,80.3,23.1,1.49,0,Pamela Dillon,lawrencetorres@example.com,431-21-8450,+1-665-744-4041,"9934 Shannon Drives Suite 103, North Kevin, TN 25545",1975-08-11,340257464332993
1264,77,Male,8,187.3,63.3,29.5,123.8,31.5,2.47,1,Joseph Lewis,jason80@example.com,129-83-5114,001-987-430-2071x25774,"54331 Miller Unions, Ramoschester, NH 25662",1975-02-05,4283478114245646195
1265,22,Female,1,119.8,82.2,28.5,106.5,39.4,0.99,0,Robert Thompson,kparker@example.com,330-87-4122,984-302-7624x3461,"9305 Franklin Prairie, New Jeffrey, WY 72738",1936-10-04,4886498081793710
1266,35,Female,4,98.1,70.0,41.4,239.2,22.1,1.2,1,Jason Smith,ukennedy@example.org,519-57-4157,(307)643-9559,"Unit 0729 Box 3330, DPO AA 83720",1985-12-11,3591313268253636
1267,31,Male,5,127.5,67.3,42.9,48.0,35.8,0.88,0,James Myers PhD,dawn79@example.net,848-22-7422,3952173453,"Unit 3228 Box 4647, DPO AE 85110",1981-10-26,4982211717028937
1268,28,Male,6,76.3,95.2,32.2,162.6,26.7,0.54,1,Traci Coleman,wyattkatherine@example.com,366-59-2141,(814)668-0792x819,"701 Alexander Meadow, New Jacobtown, MT 26399",1969-12-16,6506337538678436
1269,46,Female,15,176.7,95.6,17.2,52.1,27.2,0.44,0,Laura Wong,johnburton@example.net,994-35-1800,4228435679,"69278 Henderson Mountains, Juliestad, NH 61937",1986-10-17,3569175589760880
1270,71,Female,15,177.4,107.7,28.7,199.0,35.9,2.37,0,Kyle Price,mezamichael@example.org,674-55-6558,+1-256-565-3557x59906,"6210 Alexis Lodge Suite 157, Tammyhaven, KS 42757",1942-08-25,4990979359257648
1271,65,Female,4,146.4,79.2,48.7,251.2,30.6,2.47,0,Steven Mccoy,jessecooper@example.com,240-70-2859,817.305.8483x21237,"533 Jonathan Locks, Adamshaven, HI 34197",1997-07-01,4282676219074347864
1272,64,Male,8,115.9,55.1,40.1,128.4,39.9,0.21,1,Lisa Day,rachel69@example.com,640-13-7527,405.903.1135x4852,"9102 Cortez Mountains, North Jeffreyside, MP 59635",1958-09-30,639013931360
1273,25,Male,0,174.0,69.2,42.4,142.4,22.2,0.46,0,Melissa Wong,glenbell@example.com,413-13-9300,351.965.3611x4721,"836 Amanda Neck Apt. 279, Hallfort, MP 06238",1985-05-21,3522423439542199
1274,26,Male,6,142.1,118.6,11.3,257.1,39.3,1.12,1,Andrew Humphrey,jfoley@example.com,257-61-3273,685-641-8626x881,"5554 Sandra Glens, Andrewside, VA 74055",1978-03-20,344627563400717
1275,46,Male,9,177.4,91.7,28.7,151.0,19.7,0.55,0,Billy Navarro,reginawright@example.com,787-73-9939,001-485-839-4599x4920,"48164 Kathryn Bridge Apt. 598, North Elizabeth, VT 10523",1985-03-22,4327548057149597256
1276,74,Male,6,152.1,99.7,35.9,142.3,23.2,0.97,0,Jillian Cooper,michael69@example.net,674-69-4014,858.753.9897,"Unit 0048 Box 9666, DPO AA 70521",1986-08-01,2714133886563032
1277,24,Male,3,172.0,50.5,43.2,165.9,35.7,0.41,0,Jared Williams,westlauren@example.com,120-20-6051,(701)826-6035x8977,"7457 Mary Motorway, New Stephanieberg, OK 98016",1936-05-07,376717815354746
1278,39,Female,8,147.8,86.3,12.0,194.9,41.1,1.2,1,Zachary Hamilton,dennismorgan@example.org,343-64-1136,974-881-2233,"867 Maria Garden Apt. 745, Murphychester, MI 40668",1984-06-05,180045088529026
1279,40,Female,13,123.8,52.6,44.1,42.9,24.8,0.75,1,Dave Jones,travisnelson@example.org,976-65-2084,+1-419-622-1373,"64065 William Route, Webbton, OK 08459",2003-08-21,4958405925586153
1280,53,Male,11,194.5,89.8,31.9,229.3,26.8,0.94,1,Joseph Franklin,yatesmarcus@example.com,757-57-6293,001-281-215-6502,"PSC 6519, Box 6687, APO AA 48554",2006-11-28,30197751282664
1281,40,Female,15,140.3,114.5,17.9,128.7,32.5,0.33,1,Robert Thompson,joe69@example.com,774-18-1388,(922)372-8623,"PSC 4167, Box 4844, APO AE 54585",2007-04-23,30065334825483
1282,69,Female,15,148.7,117.8,22.7,33.9,23.7,1.13,1,Susan Alexander,sarahcollins@example.com,946-69-9110,+1-861-249-7297x83812,"37868 James Pines, Joneschester, KS 36183",1997-06-14,346366139881922
1283,32,Male,10,98.7,87.8,21.3,220.2,39.9,2.46,1,Kaitlyn Johnson,bonniediaz@example.org,324-89-1986,001-450-507-5112,"45029 Benjamin Fort Apt. 292, North Donna, TX 97769",1994-08-29,180071307418452
1284,67,Female,4,151.3,82.1,31.2,113.4,38.9,0.89,1,Timothy Parker V,hunter25@example.org,374-95-2901,+1-455-356-0701x744,"106 Nelson Forge Suite 356, North Matthew, IN 08462",1938-08-05,3559731437006090
1285,21,Male,3,144.3,116.2,12.1,41.2,21.9,2.2,0,Michael Myers,vwheeler@example.org,967-16-7410,990.277.9275x549,"6856 Patel Ridges Apt. 299, West Alex, MS 37153",2003-07-04,38044261774222
1286,46,Male,12,94.0,97.2,16.3,180.4,30.5,2.12,0,Terrance Smith,sullivanaudrey@example.org,964-85-9464,(870)632-4274x2186,"134 Sharon Pike Suite 547, Lake Angelside, AK 36462",1944-06-13,2350712883483697
1287,34,Female,6,77.7,54.5,42.5,244.7,38.9,2.38,1,Abigail Adams,lfranklin@example.org,690-21-9601,+1-776-210-4653,"Unit 8920 Box 9234, DPO AE 57192",1989-03-24,3557898805371737
1288,58,Male,3,148.6,82.6,15.3,246.7,27.1,2.0,1,Ryan Barnes,maxwell60@example.org,532-21-7004,459.699.5052x014,"506 Williams Neck Apt. 514, South Mariah, VI 02343",1958-01-27,4040177219545197894
